13
10
21
36
54
70
100
125
157
190
230
265
297
351
401
448
508
564
627
701
769
841
887
971
1069
1141
1211
1347
1406
1519
1610
1916
1989
1940
2081
2146
2202
2399
2541
2672
2774
2832
3061
3210
3487
3526
3621
3851
4021
4121
4281
4462
4644
4743
4871
5671
6268
6547
5933
6461
6208
6262
6498
6628
6845
6906
7183
7573
7546
8124
8954
8945
8922
8844
8992
9170
9506
9637
10307
10311
10550
10640
11156
11145
11421
12054
12042
12584
12818
13067
13208
13825
13530
14625
14228
14811
14995
16083
16010
16117
16325
16721
18029
17673
18393
17668
18158
18717
19021
19735
19442
22052
21489
21142
22042
21961
21461
22811
23115
23396
23629
29256
24040
25695
24979
24920
25768
25268
25557
25974
26341
27080
27430
29070
32280
29775
30757
31255
32984
31392
31807
32427
32260
34146
33588
31955
32723
32694
33244
34103
34595
34498
35045
35715
35833
36219
36734
37623
38596
38480
38571
39025
39425
40091
47070
43922
44015
43415
45134
43321
43593
43793
45953
47180
47932
48852
49072
49783
49840
50705
51568
61828
50206
50570
50987
51889
52515
53210
53075
53525
53878
55627
55202
55591
55948
57952
57655
57458
59230
59461
